Education,Marital_Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,HasChild,Children,Age,TotalAmtSpent,Relation
PGrad,Married,77845.0,40,760,40,480,0,40,26,no child,0,32,1346,89.46666666666667
PGrad,Married,69476.0,3,260,86,559,63,9,67,no child,0,52,1044,97.06666666666666
PGrad,Single,50611.0,98,459,0,24,6,0,4,child,1,61,493,109.1
Grad,Single,61209.0,73,466,0,224,119,49,99,no child,0,51,957,98.26666666666667
PGrad,Married,42315.0,90,67,15,80,17,11,80,child,1,63,270,99.73333333333333
UGrad,Married,13084.0,29,2,0,7,3,7,10,no child,0,69,29,95.96666666666667
PGrad,Single,47570.0,3,67,1,20,0,2,31,child,2,72,121,101.2
PGrad,Married,61923.0,94,92,4,18,3,3,6,child,2,60,126,99.26666666666667
Grad,Single,34824.0,65,4,2,11,2,0,4,no child,0,26,23,91.16666666666667
PGrad,Single,26518.0,33,20,1,28,3,3,2,child,2,72,57,102.9
Grad,Single,45938.0,46,273,11,178,62,83,29,no child,0,60,636,95.93333333333334
Grad,Married,78468.0,29,434,22,388,104,22,34,no child,0,61,1004,90.7
Grad,Single,78901.0,99,321,11,309,33,26,34,child,1,48,734,97.5
Grad,Married,71427.0,26,212,123,177,15,64,23,child,2,43,614,91.63333333333334
Grad,Single,71022.0,30,909,12,278,0,12,242,child,1,43,1453,92.6
PGrad,Single,90247.0,27,1184,32,352,21,16,16,no child,0,33,1621,90.03333333333333
PGrad,Single,41335.0,24,112,19,21,16,14,5,child,1,53,187,94.16666666666667
Grad,Married,71952.0,93,656,80,455,52,107,93,child,1,35,1443,105.83333333333333
PGrad,Single,35682.0,34,23,0,8,6,2,18,child,1,51,57,88.06666666666666
Grad,Single,43185.0,88,537,6,42,16,6,30,child,1,70,637,102.83333333333333
PGrad,Married,66375.0,96,712,0,45,0,0,191,child,1,73,948,95.33333333333333
PGrad,Married,35178.0,10,23,1,13,2,2,18,child,1,50,59,105.83333333333333
Grad,Married,25252.0,26,1,3,4,2,2,6,child,1,35,18,99.73333333333333
PGrad,Single,55250.0,49,664,58,83,32,0,66,child,1,56,903,108.53333333333333
Grad,Single,33249.0,11,6,10,21,19,14,42,child,1,46,112,104.46666666666667
Grad,Married,58398.0,44,299,5,201,21,21,49,no child,0,68,596,101.7
Grad,Married,50272.0,75,99,13,66,43,8,4,child,1,39,233,98.86666666666666
PGrad,Married,76618.0,64,749,40,294,121,160,147,no child,0,46,1511,106.96666666666667
UGrad,Single,87305.0,19,345,25,501,63,138,80,no child,0,61,1152,109.46666666666667
Grad,Married,25851.0,45,9,4,18,7,5,5,child,1,43,48,104.76666666666667
Grad,Single,58710.0,77,440,81,368,0,122,174,child,1,51,1185,103.16666666666667
Grad,Single,45160.0,9,8,2,5,3,0,3,child,2,63,21,91.06666666666666
PGrad,Married,74806.0,1,670,9,249,0,28,9,child,1,56,965,106.56666666666666
Grad,Married,59111.0,90,524,0,134,28,28,155,no child,0,67,869,102.1
PGrad,Married,18988.0,43,6,0,6,2,1,1,child,1,37,16,89.23333333333333
Grad,Married,72190.0,79,597,166,597,172,166,249,no child,0,56,1947,104.7
Grad,Married,7500.0,19,7,0,12,13,7,32,child,1,45,71,111.23333333333333
Grad,Married,44794.0,99,54,0,7,0,0,4,child,1,55,65,88.7
Grad,Married,80395.0,62,445,25,706,80,76,48,no child,0,66,1380,95.26666666666667
PGrad,Single,75012.0,41,294,142,218,164,58,151,no child,0,45,1027,93.16666666666667
PGrad,Married,56962.0,60,292,3,77,10,3,26,child,3,56,411,96.7
Grad,Married,89891.0,17,412,22,132,59,28,183,no child,0,30,836,102.66666666666667
PGrad,Single,35946.0,24,8,0,3,0,0,0,child,2,72,11,97.16666666666667
PGrad,Married,53593.0,60,349,4,78,6,0,43,child,2,68,480,111.03333333333333
Grad,Married,66373.0,57,328,9,124,12,24,109,child,2,43,606,100.73333333333333
PGrad,Single,45072.0,74,144,2,99,7,2,30,child,3,73,284,96.53333333333333
Grad,Single,89694.0,22,1126,28,211,37,28,42,child,2,48,1472,96.76666666666667
Grad,Married,72025.0,46,967,0,617,43,50,0,no child,0,72,1677,90.03333333333333
Grad,Married,67432.0,69,432,79,341,177,136,170,child,1,48,1335,103.23333333333333
PGrad,Married,70545.0,29,138,39,63,55,18,21,child,1,69,334,88.86666666666666
UGrad,Married,17487.0,37,0,0,1,7,4,6,child,1,32,18,103.6
Grad,Married,62882.0,26,509,133,497,78,24,97,child,1,52,1338,110.96666666666667
PGrad,Single,64108.0,8,948,10,86,13,21,21,child,1,68,1099,103.43333333333334
PGrad,Married,34941.0,26,39,2,25,4,3,24,child,2,65,97,104.0
PGrad,Single,48767.0,79,28,1,21,3,0,10,child,3,71,63,93.96666666666667
UGrad,Married,38702.0,71,13,11,24,13,8,40,child,1,43,109,99.06666666666666
Grad,Married,82224.0,83,307,26,360,138,31,40,no child,0,57,902,93.16666666666667
Grad,Married,83844.0,57,901,31,345,75,31,191,no child,0,69,1574,101.76666666666667
UGrad,Married,17003.0,37,2,5,12,4,8,7,child,1,46,38,94.73333333333333
Grad,Single,71163.0,30,283,17,372,138,106,44,no child,0,26,960,91.73333333333333
Grad,Single,33697.0,34,4,3,7,0,3,11,child,1,51,28,97.56666666666666
UGrad,Married,63564.0,0,769,80,252,15,34,65,no child,0,67,1215,93.03333333333333
PGrad,Married,83443.0,89,518,42,742,55,56,84,no child,0,49,1497,94.0
PGrad,Married,51518.0,92,350,8,66,17,4,4,child,1,63,449,96.96666666666667
Grad,Single,58330.0,87,445,53,213,104,98,151,child,1,46,1064,94.2
Grad,Married,80952.0,20,778,178,689,41,27,44,no child,0,52,1757,104.2
Grad,Married,75507.0,56,709,93,374,104,80,80,no child,0,42,1440,89.93333333333334
UGrad,Married,63855.0,28,359,35,314,93,116,89,no child,0,43,1006,104.83333333333333
PGrad,Married,62220.0,55,799,12,375,16,12,12,child,1,49,1226,110.9
Grad,Married,58512.0,25,895,10,101,13,0,152,child,1,57,1171,97.43333333333334
PGrad,Married,40662.0,0,40,2,23,0,4,23,child,1,42,92,103.7
PGrad,Married,38829.0,86,76,0,7,0,0,16,child,1,62,99,90.8
UGrad,Married,35523.0,8,11,5,22,12,5,11,child,1,40,66,96.96666666666667
Grad,Single,79146.0,33,245,16,223,21,43,16,child,2,54,564,90.2
PGrad,Married,78285.0,13,647,107,391,175,67,40,no child,0,33,1427,96.13333333333334
PGrad,Single,31626.0,12,39,1,9,2,1,34,child,1,43,86,101.83333333333333
Grad,Single,75127.0,92,203,35,305,46,17,227,no child,0,69,833,89.26666666666667
Grad,Married,48726.0,90,138,3,38,4,0,59,child,1,66,242,102.26666666666667
Grad,Married,74985.0,8,587,51,898,247,0,86,no child,0,44,1869,109.86666666666666
Grad,Married,67430.0,6,595,97,291,127,133,121,no child,0,34,1364,110.06666666666666
UGrad,Married,46891.0,91,43,12,23,29,15,61,child,1,56,183,98.03333333333333
PGrad,Married,62058.0,52,301,7,74,10,0,58,child,1,65,450,101.3
Grad,Married,72063.0,3,180,32,348,76,32,90,child,1,42,758,100.03333333333333
PGrad,Married,78939.0,57,794,115,243,150,0,205,no child,0,70,1507,94.63333333333334
Grad,Single,42720.0,9,392,5,91,28,26,112,child,2,56,654,102.36666666666666
Grad,Married,33622.0,22,39,1,22,3,4,12,child,2,49,81,102.73333333333333
Grad,Married,41452.0,86,13,0,3,0,0,0,child,2,68,16,104.0
PGrad,Single,40760.0,64,70,0,17,0,0,6,child,1,56,93,98.1
PGrad,Married,74250.0,90,680,11,392,75,0,0,no child,0,63,1158,93.13333333333334
PGrad,Single,51124.0,79,26,1,11,0,1,4,child,2,66,43,94.43333333333334
Grad,Single,72258.0,28,522,0,522,227,120,134,child,1,50,1525,97.66666666666667
PGrad,Single,71466.0,86,412,12,546,78,182,0,no child,0,47,1230,90.83333333333333
Grad,Married,36283.0,42,6,5,5,8,0,5,child,2,45,29,90.53333333333333
Grad,Single,20587.0,39,2,3,6,4,1,9,child,1,51,25,89.63333333333334
Grad,Married,30467.0,8,1,3,8,2,5,5,child,1,49,24,91.4
Grad,Married,31590.0,40,6,2,15,6,6,3,child,1,49,38,100.53333333333333
UGrad,Married,20425.0,5,4,12,5,3,16,17,child,1,35,57,108.26666666666667
PGrad,Married,17144.0,96,18,2,19,0,2,6,child,2,61,47,92.46666666666667
PGrad,Single,42564.0,28,324,48,186,39,18,198,child,1,53,813,106.1
PGrad,Married,43783.0,22,327,9,125,25,4,139,child,1,43,629,89.03333333333333
Grad,Single,40780.0,30,229,27,71,13,3,34,child,1,45,377,109.96666666666667
PGrad,Married,62847.0,45,521,168,706,80,76,61,no child,0,76,1612,105.66666666666667
PGrad,Married,82017.0,58,184,23,446,30,23,23,no child,0,64,729,107.96666666666667
Grad,Single,16813.0,49,4,8,11,12,2,13,no child,0,71,50,99.5
Grad,Married,51267.0,37,183,2,64,7,2,12,child,2,43,270,96.1
Grad,Single,46524.0,70,31,19,35,26,14,52,child,1,60,177,103.0
PGrad,Single,45183.0,33,219,3,60,12,9,12,no child,0,59,315,105.5
PGrad,Married,70421.0,98,479,28,136,75,14,35,child,1,67,767,88.03333333333333
UGrad,Single,60161.0,17,584,44,212,46,8,177,child,1,56,1071,108.46666666666667
Grad,Married,73926.0,54,627,91,597,159,91,15,no child,0,48,1580,104.13333333333334
Grad,Married,19329.0,39,24,1,16,12,2,5,child,1,53,60,94.56666666666666
PGrad,Married,61872.0,81,330,5,159,36,27,16,child,1,51,573,94.6
Grad,Single,46984.0,71,19,1,10,2,1,8,child,2,65,41,103.33333333333333
Grad,Married,34838.0,62,28,23,29,29,14,47,child,2,70,170,105.53333333333333
PGrad,Single,82716.0,8,606,148,228,15,148,22,no child,0,77,1167,95.86666666666666
Grad,Married,48192.0,76,1039,43,204,153,58,29,no child,0,63,1526,102.96666666666667
PGrad,Married,49681.0,66,411,0,26,0,0,21,child,2,45,458,95.9
PGrad,Married,56850.0,83,34,1,19,2,7,0,child,1,50,63,91.26666666666667
Grad,Married,55267.0,28,161,28,136,32,3,45,child,1,64,405,96.36666666666666
Grad,Married,59666.0,87,623,53,178,23,17,133,child,2,49,1027,103.46666666666667
Grad,Single,72504.0,43,604,26,470,123,161,94,child,1,49,1478,102.96666666666667
Grad,Married,26872.0,0,3,10,8,3,16,32,no child,0,40,72,96.53333333333333
Grad,Single,21359.0,1,12,2,17,6,1,10,child,1,49,48,102.5
Grad,Single,73170.0,1,184,174,256,50,30,32,no child,0,46,726,88.96666666666667
PGrad,Married,52750.0,72,393,0,239,90,69,69,child,1,66,860,105.0
PGrad,Married,91820.0,72,410,73,747,76,161,30,no child,0,35,1497,95.26666666666667
PGrad,Married,65968.0,12,376,9,83,19,4,4,child,1,51,495,89.6
Grad,Married,30772.0,89,7,2,4,2,1,4,child,2,45,20,91.63333333333334
Grad,Single,22507.0,67,68,0,226,51,157,68,no child,0,67,570,107.4
Grad,Married,65685.0,54,642,14,49,0,7,57,child,1,49,769,91.06666666666666
UGrad,Married,25804.0,34,8,7,9,13,6,12,child,1,43,55,98.03333333333333
PGrad,Single,76412.0,15,840,53,804,23,71,17,no child,0,41,1808,102.0
Grad,Married,22063.0,43,7,10,13,3,11,11,child,1,49,55,98.83333333333333
Grad,Single,57091.0,0,464,5,64,7,0,37,no child,0,60,577,88.46666666666667
Grad,Married,22419.0,74,30,3,47,19,21,42,no child,0,58,162,102.56666666666666
Grad,Married,87771.0,61,1492,38,287,50,57,33,child,1,62,1957,101.43333333333334
UGrad,Single,78353.0,51,752,122,476,39,153,34,child,1,62,1576,102.63333333333334
Grad,Married,93404.0,97,1279,15,287,20,0,15,child,3,67,1616,101.93333333333334
Grad,Single,37859.0,75,22,1,8,2,1,2,child,3,59,36,105.76666666666667
PGrad,Single,80995.0,83,860,28,409,73,56,56,child,1,63,1482,101.8
Grad,Married,16529.0,23,3,0,5,13,0,1,child,1,37,22,92.0
PGrad,Single,55412.0,65,10,5,28,11,1,8,child,2,45,63,95.3
Grad,Single,48789.0,94,351,16,156,7,5,145,no child,0,29,680,109.9
PGrad,Married,56575.0,42,421,5,90,0,16,10,child,2,54,542,102.0
UGrad,Married,25130.0,10,2,5,7,0,18,18,child,1,41,50,97.0
Grad,Married,35441.0,94,25,1,9,2,1,1,child,2,54,39,104.66666666666667
Grad,Married,71391.0,50,336,123,274,46,123,141,child,1,65,1043,103.23333333333333
PGrad,Single,49494.0,46,191,9,97,0,6,82,child,1,49,385,102.33333333333333
Grad,Single,81702.0,98,563,50,774,28,31,187,no child,0,41,1633,109.46666666666667
UGrad,Single,45889.0,42,31,0,6,0,1,8,child,1,41,46,100.06666666666666
Grad,Single,56628.0,30,479,5,82,7,17,171,child,1,44,761,91.33333333333333
Grad,Married,34026.0,11,18,6,15,12,8,17,child,2,71,76,98.93333333333334
Grad,Married,40049.0,61,91,65,52,10,44,28,child,1,47,290,107.23333333333333
Grad,Single,34176.0,12,5,7,24,19,14,20,child,1,33,89,89.6
Grad,Married,19419.0,76,2,14,28,16,3,7,child,1,40,70,107.86666666666666
UGrad,Married,82504.0,2,362,50,431,134,35,54,no child,0,61,1066,99.23333333333333
Grad,Married,81205.0,43,724,74,929,97,55,130,no child,0,51,2009,93.56666666666666
UGrad,Single,61618.0,27,605,91,399,0,45,205,no child,0,30,1345,109.26666666666667
PGrad,Single,55284.0,60,547,7,140,0,7,63,child,1,65,764,106.4
Grad,Single,49980.0,79,104,1,54,13,9,14,child,1,58,195,96.3
Grad,Married,15072.0,96,8,2,15,0,10,18,child,2,41,53,101.83333333333333
Grad,Single,49166.0,17,224,2,25,7,0,110,child,1,47,368,100.7
PGrad,Married,65324.0,0,384,0,102,21,32,5,child,1,67,544,93.63333333333334
UGrad,Married,82347.0,38,556,54,845,202,133,63,no child,0,64,1853,108.0
PGrad,Married,30843.0,43,24,0,2,0,0,9,child,2,55,35,89.13333333333334
PGrad,Married,46374.0,1,408,0,21,0,0,17,child,1,47,446,91.46666666666667
Grad,Single,60474.0,25,265,199,303,234,9,170,child,1,42,1180,103.13333333333334
PGrad,Married,38576.0,2,34,0,7,0,0,0,child,1,48,41,91.9
Grad,Married,55357.0,66,374,64,116,84,25,64,child,2,36,727,104.5
Grad,Married,37758.0,49,27,2,10,0,0,1,child,2,55,40,109.1
UGrad,Married,85710.0,5,600,20,350,29,30,33,no child,0,32,1062,102.0
Grad,Married,23228.0,71,13,2,18,6,1,0,child,1,52,40,93.13333333333334
PGrad,Married,44602.0,35,167,2,89,0,0,34,child,2,52,292,92.46666666666667
Grad,Married,7500.0,94,0,2,3,4,1,5,no child,0,34,15,105.86666666666666
UGrad,Married,38683.0,80,46,35,69,84,41,66,child,1,32,341,109.1
UGrad,Single,49514.0,61,88,39,78,58,13,93,child,1,46,369,94.46666666666667
PGrad,Married,57906.0,29,243,11,119,10,3,15,child,1,48,401,100.76666666666667
PGrad,Single,43456.0,0,275,11,68,25,7,7,child,1,55,393,103.33333333333333
PGrad,Single,19485.0,80,6,0,4,0,0,0,child,2,35,10,97.26666666666667
Grad,Married,53172.0,54,121,62,90,68,20,125,child,1,43,486,101.96666666666667
Grad,Married,30545.0,71,4,12,15,19,7,12,child,1,42,69,108.66666666666667
PGrad,Married,70123.0,27,1308,0,396,23,0,0,no child,0,38,1727,97.13333333333334
Grad,Single,62450.0,61,515,47,267,62,66,38,child,1,62,995,93.8
Grad,Married,21675.0,55,4,0,16,17,4,4,child,1,45,45,88.6
UGrad,Single,42395.0,35,48,13,57,24,15,25,child,2,40,182,90.86666666666666
PGrad,Married,61346.0,34,562,58,168,43,16,142,child,1,43,989,96.86666666666666
Grad,Married,80812.0,95,769,22,500,210,143,33,no child,0,68,1677,97.5
PGrad,Single,42835.0,64,379,4,93,12,9,98,child,2,50,595,100.13333333333334
Grad,Married,39922.0,30,29,12,59,19,1,36,child,1,38,156,104.66666666666667
PGrad,Single,86424.0,12,387,68,569,89,45,68,no child,0,65,1226,90.83333333333333
UGrad,Married,17117.0,96,12,23,38,30,18,7,child,1,43,128,105.6
Grad,Single,24762.0,16,6,10,12,3,15,40,child,1,49,86,92.63333333333334
Grad,Married,35797.0,16,27,1,14,4,1,21,child,1,46,68,108.7
Grad,Single,36627.0,78,9,1,5,0,0,1,child,2,46,16,99.36666666666666
UGrad,Married,51111.0,83,22,0,19,6,5,3,child,2,40,55,88.33333333333333
PGrad,Single,86857.0,96,899,102,838,133,102,40,no child,0,49,2114,109.83333333333333
PGrad,Married,82072.0,67,889,55,685,168,92,129,no child,0,51,2018,100.06666666666666
PGrad,Single,46231.0,87,189,2,55,0,5,12,child,3,68,263,107.33333333333333
Grad,Married,42243.0,34,48,0,2,0,0,5,child,2,62,55,94.66666666666667
Grad,Married,51195.0,46,230,14,156,82,24,58,child,2,59,564,103.13333333333334
PGrad,Single,68092.0,7,852,60,207,78,36,48,no child,0,43,1281,94.5
Grad,Married,31814.0,73,35,3,20,4,1,20,child,1,48,83,104.83333333333333
PGrad,Single,51390.0,54,205,20,47,23,2,56,child,2,56,353,109.96666666666667
Grad,Married,76630.0,93,255,31,446,40,56,175,no child,0,38,1003,93.53333333333333
UGrad,Single,26868.0,52,0,0,1,8,3,2,child,1,30,14,90.0
PGrad,Single,48948.0,53,437,8,206,160,49,42,no child,0,78,902,105.1
PGrad,Single,55260.0,81,825,8,53,11,0,242,child,1,49,1139,106.8
Grad,Married,64090.0,8,316,58,161,76,51,135,child,1,65,797,98.86666666666666
Grad,Single,78331.0,97,756,138,354,160,169,61,child,1,63,1638,93.23333333333333
PGrad,Married,37087.0,50,194,55,134,15,0,3,child,1,47,401,98.73333333333333
Grad,Single,21846.0,38,7,17,18,6,10,26,child,1,35,84,96.33333333333333
Grad,Married,81320.0,61,183,33,493,59,103,57,no child,0,63,928,104.93333333333334
Grad,Single,54137.0,46,171,0,11,0,1,20,child,1,51,203,98.56666666666666
Grad,Married,66825.0,73,243,101,405,29,40,40,no child,0,54,858,99.66666666666667
Grad,Married,57100.0,19,181,21,69,39,3,96,no child,0,48,409,94.9
Grad,Married,58917.0,10,151,7,89,0,7,28,child,3,52,282,103.4
Grad,Single,85072.0,94,494,92,391,194,11,241,no child,0,44,1423,90.7
Grad,Single,86429.0,10,464,28,873,29,18,37,no child,0,60,1449,95.33333333333333
Grad,Single,45684.0,37,5,1,5,10,0,7,child,1,50,28,94.96666666666667
Grad,Married,47889.0,94,29,0,29,0,5,4,child,1,47,67,93.86666666666666
PGrad,Married,45921.0,23,102,9,49,24,3,12,no child,0,35,199,91.7
PGrad,Single,78420.0,75,604,28,674,91,28,28,no child,0,55,1453,100.16666666666667
Grad,Married,75114.0,40,571,12,523,63,60,24,no child,0,29,1253,95.8
PGrad,Single,52278.0,24,953,0,71,0,0,174,child,1,58,1198,105.33333333333333
PGrad,Married,35641.0,11,63,3,67,8,9,28,child,1,49,178,99.66666666666667
Grad,Single,95529.0,29,770,29,890,250,27,24,no child,0,27,1990,107.1
Grad,Married,62820.0,51,398,61,265,138,61,53,no child,0,67,976,101.8
PGrad,Married,73113.0,86,741,19,154,50,9,28,no child,0,61,1001,94.16666666666667
PGrad,Married,84169.0,9,1478,19,403,0,19,0,no child,0,39,1919,98.86666666666666
UGrad,Single,42607.0,30,156,29,56,30,32,47,child,1,67,350,95.46666666666667
PGrad,Single,74637.0,73,960,64,464,146,0,16,no child,0,67,1650,101.56666666666666
PGrad,Married,46015.0,25,38,0,2,0,0,6,child,2,66,46,90.56666666666666
Grad,Single,72354.0,67,315,26,473,220,12,182,no child,0,28,1228,102.6
PGrad,Single,39858.0,67,15,20,25,2,7,26,child,1,52,95,105.36666666666666
PGrad,Married,34469.0,58,19,6,20,0,5,12,child,2,73,62,89.86666666666666
Grad,Married,83033.0,82,812,99,431,237,149,33,child,1,35,1761,89.4
PGrad,Married,24401.0,98,73,28,217,10,24,115,no child,0,42,467,110.23333333333333
Grad,Married,77583.0,93,372,23,384,250,12,108,no child,0,43,1149,92.63333333333334
UGrad,Single,74116.0,53,871,111,704,145,55,166,no child,0,39,2052,94.03333333333333
Grad,Single,74293.0,66,375,152,335,93,91,81,no child,0,28,1127,89.86666666666666
PGrad,Married,68397.0,6,760,80,466,17,13,80,child,1,45,1416,95.46666666666667
PGrad,Married,79632.0,42,471,0,510,99,21,12,no child,0,47,1113,90.73333333333333
Grad,Single,46107.0,78,31,9,27,16,9,33,child,1,32,125,92.63333333333334
PGrad,Single,64950.0,29,819,0,72,12,0,63,child,1,70,966,110.86666666666666
UGrad,Married,25443.0,82,1,4,3,8,9,7,child,1,32,32,106.46666666666667
Grad,Single,75127.0,92,203,35,305,46,17,227,no child,0,69,833,89.26666666666667
PGrad,Married,32892.0,78,26,0,15,2,1,2,child,1,50,46,89.16666666666667
Grad,Married,71796.0,54,354,21,311,167,75,32,no child,0,50,960,96.26666666666667
PGrad,Married,67536.0,45,1253,0,447,23,71,35,child,1,51,1829,101.43333333333334
Grad,Single,55239.0,59,371,17,238,23,24,106,child,1,50,779,99.66666666666667
PGrad,Single,60554.0,8,588,7,76,110,15,15,child,1,46,811,98.8
UGrad,Single,64831.0,51,480,86,249,75,86,144,child,2,69,1120,100.8
PGrad,Married,56067.0,51,517,12,54,16,6,120,child,1,59,725,99.46666666666667
Grad,Single,82025.0,76,267,98,606,48,70,98,no child,0,38,1187,101.23333333333333
Grad,Married,94384.0,62,1111,24,790,160,45,172,no child,0,68,2302,104.06666666666666
UGrad,Single,14906.0,86,7,7,14,7,16,15,no child,0,35,66,106.46666666666667
PGrad,Married,51563.0,60,1166,0,48,0,0,36,no child,0,34,1250,109.2
UGrad,Married,57937.0,56,261,42,144,55,48,133,child,1,39,683,92.43333333333334
Grad,Single,68274.0,83,135,25,51,23,25,46,child,2,42,305,97.06666666666666
Grad,Married,39771.0,92,6,2,18,2,8,14,child,1,44,50,94.83333333333333
UGrad,Single,67893.0,31,711,28,142,49,18,47,child,1,46,995,109.2
PGrad,Married,27922.0,80,11,0,13,2,4,11,child,1,42,41,89.66666666666667
PGrad,Married,52190.0,39,42,0,17,0,0,18,child,2,45,77,89.73333333333333
PGrad,Single,44051.0,20,79,7,58,6,3,18,child,2,48,171,105.2
PGrad,Single,42767.0,53,20,6,43,19,5,38,child,2,50,131,101.8
PGrad,Married,46106.0,84,30,0,8,2,0,14,child,2,45,54,89.63333333333334
PGrad,Married,16927.0,50,20,2,23,3,1,4,child,2,45,53,104.8
Grad,Married,59754.0,96,115,27,44,4,146,139,child,1,56,475,107.16666666666667
Grad,Single,53700.0,94,263,5,233,69,41,83,child,1,69,694,110.7
Grad,Married,59041.0,25,69,2,15,2,2,6,child,2,48,96,89.76666666666667
PGrad,Single,54237.0,48,267,3,30,4,0,57,child,1,64,361,102.26666666666667
Grad,Single,70647.0,65,561,85,171,25,123,114,child,1,54,1079,109.53333333333333
PGrad,Single,52597.0,69,492,0,37,7,0,42,child,1,59,578,89.76666666666667
PGrad,Married,41021.0,12,14,7,9,6,16,12,child,1,52,64,106.2
PGrad,Married,40233.0,84,80,4,46,0,17,2,child,1,46,149,96.6
Grad,Married,50183.0,47,97,12,84,13,10,15,child,2,41,231,88.13333333333334
Grad,Married,54753.0,87,197,107,227,7,59,131,child,1,62,728,97.66666666666667
Grad,Married,92955.0,35,693,21,925,31,24,84,no child,0,48,1778,98.46666666666667
Grad,Married,33471.0,47,43,2,27,0,9,12,child,1,48,93,108.83333333333333
PGrad,Married,34596.0,48,14,0,2,0,0,7,child,1,47,23,102.73333333333333
Grad,Married,44010.0,46,186,36,234,86,72,48,child,1,41,662,108.8
Grad,Married,84219.0,27,434,137,400,45,137,45,no child,0,33,1198,92.9
PGrad,Married,40706.0,37,59,0,11,4,2,5,child,3,53,81,105.6
UGrad,Married,15716.0,8,16,5,30,8,7,26,child,1,33,92,107.8
UGrad,Single,59052.0,29,230,35,75,63,57,31,child,1,62,491,95.46666666666667
PGrad,Married,80573.0,85,829,138,430,60,92,15,no child,0,50,1564,108.76666666666667
Grad,Married,83715.0,2,318,8,407,150,35,8,no child,0,59,926,92.86666666666666
PGrad,Married,82576.0,66,1206,55,445,168,18,18,no child,0,62,1910,111.23333333333333
PGrad,Married,56962.0,60,292,3,77,10,3,26,child,3,56,411,96.7
Grad,Married,35704.0,54,30,9,12,2,11,30,child,2,69,94,93.9
Grad,Married,53103.0,70,729,17,133,11,0,195,child,1,67,1085,97.66666666666667
UGrad,Single,46779.0,55,12,1,3,0,0,7,child,2,61,23,99.73333333333333
PGrad,Single,33462.0,78,22,3,18,0,0,11,child,1,42,54,98.86666666666666
Grad,Single,63693.0,63,587,43,337,42,87,54,child,1,43,1150,96.6
Grad,Married,80763.0,17,674,168,108,192,42,231,no child,0,71,1415,98.6
PGrad,Married,65352.0,43,284,3,84,4,7,23,child,1,47,405,98.4
PGrad,Married,82170.0,13,1023,93,651,49,55,37,no child,0,43,1908,95.2
Grad,Married,75759.0,46,1394,22,708,89,91,182,no child,0,52,2486,96.23333333333333
UGrad,Single,79689.0,65,311,26,640,180,37,121,no child,0,45,1315,101.76666666666667
PGrad,Single,35340.0,1,27,0,12,0,1,5,child,2,65,45,88.0
Grad,Single,85683.0,6,1296,17,311,45,69,51,no child,0,67,1789,91.33333333333333
UGrad,Married,24884.0,32,3,6,7,0,0,3,child,1,49,19,107.23333333333333
PGrad,Married,42021.0,34,393,5,136,7,5,27,child,1,40,573,110.23333333333333
Grad,Single,64449.0,70,218,63,282,137,35,70,child,1,32,805,92.36666666666666
Grad,Single,64587.0,49,66,0,16,0,6,20,child,2,67,108,88.23333333333333
Grad,Single,34824.0,65,4,2,11,2,0,4,no child,0,26,23,91.16666666666667
Grad,Married,75437.0,25,795,0,545,95,58,0,no child,0,43,1493,95.73333333333333
Grad,Married,26091.0,84,15,10,19,8,17,20,child,2,64,89,92.13333333333334
Grad,Married,52845.0,7,384,25,292,130,41,64,child,1,48,936,98.66666666666667
Grad,Single,46086.0,34,244,8,32,7,2,50,child,1,65,343,95.93333333333334
PGrad,Single,78028.0,38,158,19,288,25,0,38,child,1,65,528,109.9
PGrad,Single,95169.0,1,1285,21,449,106,20,20,no child,0,34,1901,96.76666666666667
UGrad,Married,56337.0,25,349,16,144,28,5,182,child,2,40,724,103.3
Grad,Married,22434.0,25,4,12,11,3,13,15,child,1,34,58,104.7
PGrad,Married,36930.0,50,223,2,31,0,2,39,child,1,67,297,101.6
Grad,Single,36130.0,46,157,43,127,68,56,37,child,1,67,488,105.06666666666666
PGrad,Married,65569.0,96,397,46,288,20,38,70,child,1,68,859,108.03333333333333
Grad,Married,83844.0,57,901,31,345,75,31,191,no child,0,69,1574,101.76666666666667
Grad,Married,19514.0,47,14,3,21,2,1,28,child,2,53,69,93.13333333333334
PGrad,Single,36736.0,52,10,0,3,0,0,4,child,2,58,17,101.83333333333333
Grad,Married,77568.0,30,1230,0,396,232,178,158,child,1,42,2194,110.43333333333334
PGrad,Married,49187.0,63,81,1,31,2,1,0,child,1,45,116,93.63333333333334
Grad,Single,30168.0,51,154,20,66,0,12,27,child,1,43,279,103.96666666666667
PGrad,Married,34053.0,14,63,0,21,7,0,12,child,1,53,103,109.9
PGrad,Married,38196.0,20,30,0,11,0,0,3,child,2,50,44,90.4
PGrad,Married,59412.0,56,90,67,165,30,43,11,no child,0,70,406,90.36666666666666
UGrad,Married,70924.0,41,635,114,254,132,152,76,no child,0,56,1363,90.76666666666667
Grad,Married,54165.0,72,127,4,73,15,6,11,no child,0,52,236,101.23333333333333
Grad,Married,32300.0,1,13,3,6,6,5,6,child,1,48,39,106.06666666666666
Grad,Single,20180.0,27,18,42,24,15,20,18,no child,0,45,137,104.46666666666667
Grad,Married,34961.0,77,45,2,26,4,1,1,child,1,48,79,88.33333333333333
