,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
4997,FDG20,15.5,Regular,0.11884906013921304,Fruits and Vegetables,178.4028,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.742560852835261
4998,FDF56,16.7,Regular,0.11284841374507766,Fruits and Vegetables,182.7976,OUT046,1997,Small,Tier 1,Supermarket Type1,12.189079181739064
4999,FDV33,9.6,Regular,0.027084867888922566,Snack Foods,258.1304,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.247665139789218
5000,NCF31,9.13,Low Fat,0.05062470323028603,Household,151.4024,OUT049,1999,Medium,Tier 1,Supermarket Type1,12.543170625459062
5001,FDD59,10.5,Regular,0.0,Starchy Foods,78.296,OUT046,1997,Small,Tier 1,Supermarket Type1,11.28753683722153
5002,FDQ52,17.0,Low Fat,0.11294521447003052,Frozen Foods,249.7434,OUT049,1999,Medium,Tier 1,Supermarket Type1,16.162201414388917
5003,FDP09,19.75,Low Fat,0.03316950202604178,Snack Foods,211.6902,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.195268648276972
5004,FDK24,9.195,Low Fat,0.09646931865233567,Baking Goods,46.4744,OUT035,2004,Small,Tier 2,Supermarket Type1,9.833104760239605
5005,NCA18,10.1,Low Fat,0.05456164281327209,Household,117.8492,OUT046,1997,Small,Tier 1,Supermarket Type1,11.749165596398964
5006,NCE07,8.18,Low Fat,0.0,Household,140.5154,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.939007181575146
5007,FDM45,8.655,Regular,0.08450478669869144,Snack Foods,122.6756,OUT035,2004,Small,Tier 2,Supermarket Type1,13.204529360859986
5008,FDQ32,17.85,Regular,0.04555493359299314,Fruits and Vegetables,122.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,14.574676186112102
5009,FDI34,10.65,Regular,0.0816904463293537,Snack Foods,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,16.06561905747357
5010,FDE14,13.65,Regular,0.030935508515361344,Canned,99.27,OUT013,1987,High,Tier 3,Supermarket Type1,13.74472745504388
5011,DRF37,17.25,Low Fat,0.08140454118796121,Soft Drinks,261.191,OUT017,2007,Medium,Tier 2,Supermarket Type1,14.668106148889686
5012,FDW44,9.5,Regular,0.03473957726745883,Fruits and Vegetables,169.7448,OUT017,2007,Medium,Tier 2,Supermarket Type1,15.296815091687222
5013,FDC59,16.7,Regular,0.0,Starchy Foods,63.6168,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.030912496528888
5014,NCI29,8.6,Low Fat,0.053163235008314956,Health and Hygiene,141.1154,OUT010,1998,Medium,Tier 3,Grocery Store,7.521103231456294
5015,FDV38,19.25,Low Fat,0.097297683409887,Dairy,54.3956,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.629841152560644
5016,FDZ49,11.0,Regular,0.12489971061169439,Canned,222.0798,OUT013,1987,High,Tier 3,Supermarket Type1,14.202726118145314
5017,DRD49,9.895,Low Fat,0.15543964589631493,Soft Drinks,237.7564,OUT045,2002,Medium,Tier 2,Supermarket Type1,15.623641558700207
5018,FDA02,14.0,Regular,0.0292895028769292,Dairy,143.4786,OUT046,1997,Small,Tier 1,Supermarket Type1,11.669853478632474
5019,FDX20,7.365,Low Fat,0.041845750303428596,Fruits and Vegetables,226.972,OUT018,2009,Medium,Tier 3,Supermarket Type2,15.670777453540602
5020,FDS24,20.85,Regular,0.060316525418437024,Baking Goods,90.2514,OUT013,1987,High,Tier 3,Supermarket Type1,8.526376199311546
5021,FDI58,7.64,Regular,0.06831681874812126,Snack Foods,93.412,OUT046,1997,Small,Tier 1,Supermarket Type1,11.425203293182399
5023,FDJ27,17.7,Regular,0.1151711993350388,Meat,103.3674,OUT049,1999,Medium,Tier 1,Supermarket Type1,13.656049325301641
5024,FDV27,7.97,Regular,0.03942860500381144,Meat,90.4514,OUT017,2007,Medium,Tier 2,Supermarket Type1,10.992476949719986
5025,NCL41,12.35,Low Fat,0.04089011412006251,Health and Hygiene,33.1216,OUT046,1997,Small,Tier 1,Supermarket Type1,8.037965377089936
5026,NCP29,8.42,Low Fat,0.10640388016372808,Health and Hygiene,63.2168,OUT046,1997,Small,Tier 1,Supermarket Type1,8.892063791789965
5027,FDC45,17.0,Low Fat,0.1266995420881733,Fruits and Vegetables,170.3106,OUT027,1985,Medium,Tier 3,Supermarket Type3,15.069620073475964
5028,FDN33,6.305,Regular,0.11601552786772586,Snack Foods,93.2436,OUT013,1987,High,Tier 3,Supermarket Type1,12.764925133656332
5029,DRC01,5.92,Regular,0.019056213504583686,Soft Drinks,49.8692,OUT045,2002,Medium,Tier 2,Supermarket Type1,10.425601373870036
5030,FDL57,15.1,Regular,0.0650504322762034,Snack Foods,260.2304,OUT045,2002,Medium,Tier 2,Supermarket Type1,16.994551425751702
5031,NCF42,17.35,Low Fat,0.1859385302933787,Household,177.5712,OUT010,1998,Medium,Tier 3,Grocery Store,8.07897611441929
5032,FDG50,7.405,Low Fat,0.015156353002741338,Canned,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,11.574558291481864
5033,FDH22,6.405,Low Fat,0.12796467792881974,Snack Foods,128.7678,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.505391890907706
5034,FDO36,19.7,Low Fat,0.07513991722948575,Baking Goods,178.066,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.814061082058123
5035,FDY04,17.7,Regular,0.04176504666676316,Frozen Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2,9.928577767586606
5036,FDZ09,17.6,Low Fat,0.09971784720548742,Snack Foods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,15.998268041693457
5037,FDH28,15.85,Regular,0.10454204019815162,Frozen Foods,39.7506,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.967211555695936
5038,FDN32,17.5,Low Fat,0.01546436789705993,Fruits and Vegetables,185.1266,OUT049,1999,Medium,Tier 1,Supermarket Type1,16.862901477105588
5039,DRJ37,10.8,Low Fat,0.05902852237419469,Soft Drinks,150.8024,OUT027,1985,Medium,Tier 3,Supermarket Type3,14.947449891842698
5040,FDE57,9.6,Low Fat,0.035840361002963825,Fruits and Vegetables,140.8154,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.261838229761077
5041,FDG05,11.0,Regular,0.08436440000166638,Frozen Foods,158.063,OUT045,2002,Medium,Tier 2,Supermarket Type1,13.855435836266782
5042,FDI09,20.75,Regular,0.12209767951245122,Seafood,240.188,OUT018,2009,Medium,Tier 3,Supermarket Type2,18.163328324470655
5043,DRD12,6.96,Low Fat,0.0,Soft Drinks,89.4146,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.829955582460336
5044,FDD02,16.6,Low Fat,0.08082101333048024,Canned,118.0124,OUT010,1998,Medium,Tier 3,Grocery Store,8.399329122535772
5045,FDI36,12.5,Regular,0.06047725284051365,Baking Goods,199.7426,OUT046,1997,Small,Tier 1,Supermarket Type1,8.402473761213148
5046,DRK39,7.02,Low Fat,0.048735806501604556,Dairy,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.226237911237126
5047,FDH44,19.1,Regular,0.02553836313521434,Fruits and Vegetables,147.6418,OUT035,2004,Small,Tier 2,Supermarket Type1,11.373968509292478
5048,FDS56,5.785,Regular,0.03808268218777277,Fruits and Vegetables,262.6252,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.065352182810923
5049,DRJ59,11.65,Low Fat,0.019225539244269143,Hard Drinks,40.3164,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.947643513961236
5050,NCA30,19.0,Low Fat,0.1859385302933787,Household,190.1872,OUT010,1998,Medium,Tier 3,Grocery Store,8.278045233898322
5051,FDF17,5.19,Low Fat,0.041820525901820275,Frozen Foods,197.811,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.335703892514982
5052,NCX18,14.15,Low Fat,0.0,Household,196.311,OUT046,1997,Small,Tier 1,Supermarket Type1,14.946456507783694
5053,NCO53,16.2,Low Fat,0.16203220796806606,Health and Hygiene,183.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.325978174541579
5054,FDT23,7.72,Regular,0.07217894456149966,Breads,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.54161278675776
5055,NCJ19,18.6,Low Fat,0.11170237339983347,Others,56.2588,OUT046,1997,Small,Tier 1,Supermarket Type1,10.101167724347054
5056,FDI05,8.35,Regular,0.12008025635659218,Frozen Foods,76.5354,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.177117369166506
5057,NCJ19,18.6,Low Fat,0.180494146429588,Others,55.6588,OUT010,1998,Medium,Tier 3,Grocery Store,4.856134936680867
5058,NCS29,9.0,Low Fat,0.06691882720998814,Health and Hygiene,264.0884,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.51550767323917
5059,NCC06,19.0,Low Fat,0.02660678816728512,Household,129.8336,OUT013,1987,High,Tier 3,Supermarket Type1,15.112498168204741
5060,FDJ12,8.895,Regular,0.038510794874767024,Baking Goods,207.4296,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.558965123204292
5061,FDW48,18.0,Low Fat,0.008497509682747933,Baking Goods,78.5618,OUT013,1987,High,Tier 3,Supermarket Type1,7.385270188218925
5062,FDX32,15.1,Regular,0.09569472949197867,Fruits and Vegetables,144.7786,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.751772421656758
5063,FDH02,7.27,Regular,0.0,Canned,91.8488,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.95301254294702
5064,FDD16,20.5,Low Fat,0.03570791395388748,Frozen Foods,75.8696,OUT046,1997,Small,Tier 1,Supermarket Type1,13.362998836781355
5065,FDR09,18.25,Low Fat,0.07450266439534756,Snack Foods,259.7962,OUT027,1985,Medium,Tier 3,Supermarket Type3,20.02403959332054
5066,FDB32,20.6,Low Fat,0.0232754879678174,Fruits and Vegetables,93.3778,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.953770724472413
5067,FDP11,15.85,Low Fat,0.06676389690111728,Breads,218.7166,OUT013,1987,High,Tier 3,Supermarket Type1,16.052710792991377
5068,FDG09,20.6,Regular,0.046893902639525795,Fruits and Vegetables,187.7556,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.42904630942713
5069,FDF21,10.3,Regular,0.05711581809942961,Fruits and Vegetables,187.853,OUT013,1987,High,Tier 3,Supermarket Type1,13.849653099436397
5070,NCJ19,18.6,Low Fat,0.11119043570125876,Others,55.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,14.00751705156555
5071,FDY03,17.6,Regular,0.11992504036986873,Meat,111.3202,OUT010,1998,Medium,Tier 3,Grocery Store,6.962799937011539
5072,FDK58,11.35,Regular,0.0439643701622744,Snack Foods,101.0016,OUT013,1987,High,Tier 3,Supermarket Type1,13.805545625245978
5073,FDC26,10.195,Low Fat,0.11918612730720622,Canned,112.2886,OUT049,1999,Medium,Tier 1,Supermarket Type1,13.675063951654245
5074,FDN15,17.5,Low Fat,0.016662629128321237,Meat,138.518,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.34557639350881
5075,DRH11,5.98,Low Fat,0.07249931724765882,Hard Drinks,56.0614,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.745902117681428
5076,NCK17,11.0,Low Fat,0.03716409013785355,Health and Hygiene,40.948,OUT013,1987,High,Tier 3,Supermarket Type1,6.836938543088868
5077,DRC01,5.92,Regular,0.01901800877924693,Soft Drinks,47.7692,OUT046,1997,Small,Tier 1,Supermarket Type1,7.898146229568736
5078,FDD03,13.3,Low Fat,0.07676766688497737,Dairy,232.73,OUT035,2004,Small,Tier 2,Supermarket Type1,14.08848715666334
5079,NCY17,18.2,Low Fat,0.1513035248110378,Health and Hygiene,45.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.746546664472898
5080,DRY23,9.395,Regular,0.10369852361386199,Soft Drinks,42.3112,OUT049,1999,Medium,Tier 1,Supermarket Type1,9.933078483419528
5081,FDT50,6.75,Regular,0.10275378909634829,Dairy,96.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,11.030912496528888
5082,FDC38,15.7,Low Fat,0.11546214981654719,Canned,133.1942,OUT013,1987,High,Tier 3,Supermarket Type1,14.064967100977869
5083,NCN06,8.39,Low Fat,0.18372700202628434,Household,162.8868,OUT010,1998,Medium,Tier 3,Grocery Store,6.893444729890567
5084,FDP56,8.185,Low Fat,0.04522097934339295,Fruits and Vegetables,47.4692,OUT027,1985,Medium,Tier 3,Supermarket Type3,11.638807796239611
5085,FDW34,9.6,Low Fat,0.03503049547874928,Snack Foods,244.917,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.28694261819045
5086,FDU07,11.1,Low Fat,0.058113857424992095,Fruits and Vegetables,151.3366,OUT035,2004,Small,Tier 2,Supermarket Type1,14.458832098518128
5087,NCO55,12.8,Low Fat,0.08746867541276553,Others,108.9938,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.234262583890395
5088,FDL16,12.85,Low Fat,0.15649567018692853,Frozen Foods,46.106,OUT017,2007,Medium,Tier 2,Supermarket Type1,9.253305855147016
5089,FDT59,13.65,Low Fat,0.015817935219391503,Breads,231.9668,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.7746082753977
5090,DRF01,5.655,Low Fat,0.16061463793497957,Soft Drinks,146.6102,OUT027,1985,Medium,Tier 3,Supermarket Type3,12.37590839163811
5091,NCS06,7.935,Low Fat,0.031305918833462336,Household,261.591,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.668106148889686
5092,FDY13,12.1,Low Fat,0.05140502719520789,Canned,74.967,OUT019,1985,Small,Tier 1,Grocery Store,6.1242695227703585
5093,DRF36,16.1,Low Fat,0.03870477623456207,Soft Drinks,189.9846,OUT010,1998,Medium,Tier 3,Grocery Store,5.75981537152548
5094,FDV10,7.645,Regular,0.0,Snack Foods,41.8112,OUT046,1997,Small,Tier 1,Supermarket Type1,9.636389665183152
5095,FDE09,8.775,Low Fat,0.035521219804817636,Fruits and Vegetables,110.7228,OUT010,1998,Medium,Tier 3,Grocery Store,6.921353717365589
5096,FDC20,10.65,Low Fat,0.02373613384696806,Fruits and Vegetables,57.2272,OUT045,2002,Medium,Tier 2,Supermarket Type1,10.550688244521869
5097,FDI58,7.64,Regular,0.0686902731753666,Snack Foods,95.012,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.30742715774934
5098,FDI56,7.325,Low Fat,0.08976173104604165,Fruits and Vegetables,93.2146,OUT017,2007,Medium,Tier 2,Supermarket Type1,12.011741747939752
5099,NCI17,8.645,Low Fat,0.1345369121702599,Health and Hygiene,94.741,OUT018,2009,Medium,Tier 3,Supermarket Type2,10.202379939333321
5100,NCE19,8.97,Low Fat,0.0890718829384527,Household,55.7956,OUT049,1999,Medium,Tier 1,Supermarket Type1,10.122872062081584
5101,FDA26,7.855,Regular,0.12170878204275969,Dairy,219.3482,OUT019,1985,Small,Tier 1,Grocery Store,6.028092338879949
5102,FDR01,5.405,Regular,0.05244036455095175,Canned,198.6742,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.367968342199209
5103,FDC32,18.35,Low Fat,0.09406309524479599,Fruits and Vegetables,90.6462,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.400180438648473
5104,FDF11,10.195,Regular,0.017504531833695658,Starchy Foods,240.1538,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.297978597881862
5105,FDH46,6.935,Regular,0.04045292098099458,Snack Foods,103.5332,OUT046,1997,Small,Tier 1,Supermarket Type1,10.715569380167622
5106,FDY33,14.5,Regular,0.15716324720023128,Snack Foods,159.0262,OUT019,1985,Small,Tier 1,Grocery Store,5.418934445558383
5107,DRG23,8.88,Low Fat,0.08322030361004595,Hard Drinks,152.2682,OUT046,1997,Small,Tier 1,Supermarket Type1,12.230761750534748
5108,FDY04,17.7,Regular,0.041401747391077694,Frozen Foods,162.521,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.591639473125745
5109,FDE26,9.3,Low Fat,0.08543088074652089,Canned,145.3786,OUT045,2002,Medium,Tier 2,Supermarket Type1,14.001859276876415
5110,NCU42,9.0,Low Fat,0.01931521931652041,Household,169.4474,OUT035,2004,Small,Tier 2,Supermarket Type1,16.14859614554873
5111,NCO42,21.25,Low Fat,0.02435200044229788,Household,146.0102,OUT035,2004,Small,Tier 2,Supermarket Type1,14.28694261819045
5112,FDU25,12.35,Low Fat,0.026371927604933745,Canned,59.2246,OUT049,1999,Medium,Tier 1,Supermarket Type1,9.948798959430835
5113,FDW02,4.805,Regular,0.036830225520765855,Dairy,124.3704,OUT027,1985,Medium,Tier 3,Supermarket Type3,14.42904630942713
5114,FDS22,16.85,Regular,0.022890403244789574,Snack Foods,43.9428,OUT046,1997,Small,Tier 1,Supermarket Type1,7.057635708627863
5115,FDG57,14.7,Low Fat,0.06979159548866004,Fruits and Vegetables,49.8034,OUT035,2004,Small,Tier 2,Supermarket Type1,8.580975613672914
5116,FDQ25,8.63,Regular,0.027996299645629205,Canned,173.9422,OUT018,2009,Medium,Tier 3,Supermarket Type2,16.05529410664927
5117,NCS06,7.935,Low Fat,0.03136883498814152,Household,261.291,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.248785779376806
5118,FDC29,8.39,Regular,0.023802893981297885,Frozen Foods,112.7176,OUT027,1985,Medium,Tier 3,Supermarket Type3,12.236693255708264
5119,NCZ41,19.85,Low Fat,0.06241976816487286,Health and Hygiene,126.7704,OUT035,2004,Small,Tier 2,Supermarket Type1,12.056184677759898
5120,FDW23,5.765,Low Fat,0.07882254172758726,Baking Goods,37.5164,OUT046,1997,Small,Tier 1,Supermarket Type1,8.691076418547595
5121,FDB03,17.75,Regular,0.14589583760342514,Dairy,240.5538,OUT049,1999,Medium,Tier 1,Supermarket Type1,15.667161676427128
5122,FDN25,7.895,Regular,0.10175343646258085,Breakfast,55.5588,OUT019,1985,Small,Tier 1,Grocery Store,6.118346627854132
5123,NCN05,8.235,Low Fat,0.014356127891842247,Health and Hygiene,181.895,OUT046,1997,Small,Tier 1,Supermarket Type1,9.013888023198483
5124,FDV43,16.0,Low Fat,0.07369966473616368,Fruits and Vegetables,43.4086,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.463622282539948
5125,FDG44,6.13,Low Fat,0.0974441104448479,Fruits and Vegetables,55.0298,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.139722576655899
5126,FDS12,9.1,Low Fat,0.16112161345626425,Baking Goods,127.2362,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.78283101133605
5127,FDI52,18.7,Low Fat,0.09947515514940297,Frozen Foods,121.4072,OUT013,1987,High,Tier 3,Supermarket Type1,13.481261611206893
5128,FDU12,15.5,Regular,0.07312856118734566,Baking Goods,261.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,12.266264886546256
5129,FDG58,10.695,Regular,0.0832052047807524,Snack Foods,156.7972,OUT035,2004,Small,Tier 2,Supermarket Type1,15.077434241365035
5130,FDA16,6.695,Low Fat,0.03351239396364055,Frozen Foods,220.8456,OUT018,2009,Medium,Tier 3,Supermarket Type2,17.195041837501936
5131,NCD18,16.0,Low Fat,0.07013723685106521,Household,229.8668,OUT035,2004,Small,Tier 2,Supermarket Type1,16.91270452099407
5132,FDI21,5.59,Regular,0.055014292130740945,Snack Foods,62.6168,OUT013,1987,High,Tier 3,Supermarket Type1,8.61400278727525
5133,FDW31,11.35,Regular,0.04248674309707899,Fruits and Vegetables,197.0742,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.729438535356353
5134,FDB35,12.3,Regular,0.06286418928847344,Starchy Foods,93.8804,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.370536412370383
5135,FDK58,11.35,Regular,0.043791717484646026,Snack Foods,102.4016,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.442071676114969
5136,FDU14,17.75,Low Fat,0.03416240974925545,Dairy,248.775,OUT046,1997,Small,Tier 1,Supermarket Type1,15.529427273218186
5137,NCP43,17.75,Low Fat,0.030171549425095777,Others,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.602284794911208
5138,FDM20,10.0,Low Fat,0.0,Fruits and Vegetables,245.0144,OUT027,1985,Medium,Tier 3,Supermarket Type3,14.713352977156099
5139,FDT36,12.3,Low Fat,0.10502262367876057,Baking Goods,35.2874,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.959997526920993
5140,FDW19,12.35,Regular,0.03792877896558584,Fruits and Vegetables,110.257,OUT018,2009,Medium,Tier 3,Supermarket Type2,12.068387302160193
5141,FDB29,16.7,Regular,0.05116178964118039,Frozen Foods,113.9176,OUT049,1999,Medium,Tier 1,Supermarket Type1,13.6070810875495
5142,FDN39,19.35,Regular,0.06381106723212736,Meat,167.0816,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.472611318765418
5143,FDI02,15.7,Regular,0.10846427770128077,Canned,112.0202,OUT046,1997,Small,Tier 1,Supermarket Type1,6.962799937011539
5144,FDA46,13.6,Low Fat,0.1107054270359902,Snack Foods,196.1136,OUT027,1985,Medium,Tier 3,Supermarket Type3,18.19824239356779
5145,FDV36,18.7,Low Fat,0.02610700601058819,Baking Goods,124.902,OUT017,2007,Medium,Tier 2,Supermarket Type1,14.276061469565068
5146,FDE35,7.06,Regular,0.04292908344837404,Starchy Foods,59.5904,OUT013,1987,High,Tier 3,Supermarket Type1,9.13250541568561
5147,FDT46,11.35,Low Fat,0.0,Snack Foods,52.4008,OUT035,2004,Small,Tier 2,Supermarket Type1,9.320211947263648
5148,FDS21,19.85,Regular,0.03589928600831175,Snack Foods,62.7194,OUT019,1985,Small,Tier 1,Grocery Store,4.984469141770671
5149,DRD12,6.96,Low Fat,0.07476437003463222,Soft Drinks,90.9146,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.34300473946928
5150,FDR14,11.65,Low Fat,0.1859385302933787,Dairy,54.7298,OUT019,1985,Small,Tier 1,Grocery Store,4.760138639654716
5151,FDG22,17.6,Regular,0.04035542105178054,Snack Foods,37.919,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.161682947515981
5152,FDX58,13.15,Low Fat,0.04289828968685239,Snack Foods,184.195,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.00412293535525
5153,FDB40,17.5,Regular,0.007475361731363171,Dairy,146.7102,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.354466697584797
5154,FDJ36,14.5,Regular,0.1859385302933787,Baking Goods,102.7332,OUT010,1998,Medium,Tier 3,Grocery Store,5.897005087299396
5155,NCL53,7.5,Low Fat,0.05888176274304427,Health and Hygiene,177.4028,OUT010,1998,Medium,Tier 3,Grocery Store,7.075413203651146
5156,NCX05,15.2,Low Fat,0.09281519446076061,Health and Hygiene,114.8492,OUT045,2002,Medium,Tier 2,Supermarket Type1,11.462485442967052
5157,FDO21,11.6,Regular,0.009715670649348612,Snack Foods,226.2404,OUT046,1997,Small,Tier 1,Supermarket Type1,12.165132009680825
5158,NCF07,9.0,Low Fat,0.03164689347639361,Household,102.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.492809619830354
5159,FDU20,19.35,Regular,0.021213096822084967,Fruits and Vegetables,119.7098,OUT013,1987,High,Tier 3,Supermarket Type1,10.98512534950024
5160,FDK09,15.2,Low Fat,0.14288138142727003,Snack Foods,228.0352,OUT010,1998,Medium,Tier 3,Grocery Store,7.708633706986734
5161,FDY57,20.2,Regular,0.1144274635718669,Snack Foods,97.5752,OUT035,2004,Small,Tier 2,Supermarket Type1,11.532994595803405
5162,FDD51,11.15,Low Fat,0.11276766635815509,Dairy,45.2744,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.674478557808136
5163,FDA49,19.7,Low Fat,0.06260607203496654,Canned,87.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,13.138006673976847
5164,FDG33,5.365,Regular,0.13123901212694614,Seafood,171.0764,OUT046,1997,Small,Tier 1,Supermarket Type1,14.83334277096848
5165,FDG35,21.2,Regular,0.0,Starchy Foods,173.6738,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.348651024313913
5166,FDC52,11.15,Regular,0.008262463642038661,Dairy,150.6708,OUT045,2002,Medium,Tier 2,Supermarket Type1,12.819175361087176
5167,FDS34,19.35,Regular,0.07435882125988247,Snack Foods,112.7518,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.807048416379367
5168,NCY05,13.5,Low Fat,0.05361233213969082,Health and Hygiene,33.3874,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.559990580989847
5169,FDO46,9.6,Regular,0.014109797966383975,Snack Foods,188.1872,OUT035,2004,Small,Tier 2,Supermarket Type1,11.939007181575146
5170,FDY20,12.5,Regular,0.07870014283655478,Fruits and Vegetables,91.7488,OUT049,1999,Medium,Tier 1,Supermarket Type1,11.07451339439979
5171,FDA13,15.85,Low Fat,0.07560836279025428,Canned,36.3506,OUT035,2004,Small,Tier 2,Supermarket Type1,8.467974529466455
5172,FDS04,10.195,Regular,0.13674948687524704,Frozen Foods,141.7838,OUT013,1987,High,Tier 3,Supermarket Type1,11.901521825946638
5173,FDU51,20.2,Regular,0.0926335061620469,Meat,178.6028,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.204529360859986
5174,FDK50,7.96,Low Fat,0.028080760961926687,Canned,161.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2,14.010909523737807
5175,FDO60,20.0,Low Fat,0.033764437409283275,Baking Goods,45.4086,OUT013,1987,High,Tier 3,Supermarket Type1,9.937575124361212
5176,FDM13,6.425,Low Fat,0.06159607638984142,Breakfast,133.0626,OUT017,2007,Medium,Tier 2,Supermarket Type1,11.299717015911742
5177,FDU12,15.5,Regular,0.07267803213376677,Baking Goods,262.7568,OUT027,1985,Medium,Tier 3,Supermarket Type3,19.7005790582795
5178,NCG54,12.1,Low Fat,0.07708266614691424,Household,170.9106,OUT018,2009,Medium,Tier 3,Supermarket Type2,11.547992004891862
5179,FDH40,11.6,Regular,0.12408484503500365,Frozen Foods,82.2276,OUT010,1998,Medium,Tier 3,Grocery Store,6.246090782058867
5180,NCI06,11.3,Low Fat,0.08024039428609653,Household,179.166,OUT019,1985,Small,Tier 1,Grocery Store,7.1107026313396045
5181,FDA58,9.395,Low Fat,0.09869681775769841,Snack Foods,236.9932,OUT035,2004,Small,Tier 2,Supermarket Type1,16.18849663467192
5182,FDJ02,17.2,Regular,0.02499416126634058,Canned,147.0418,OUT017,2007,Medium,Tier 2,Supermarket Type1,13.3030742700183
5183,FDP21,7.42,Regular,0.02551734557534058,Snack Foods,188.9872,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.495899257461984
5184,FDN57,18.25,Low Fat,0.052804896241597045,Snack Foods,142.0154,OUT035,2004,Small,Tier 2,Supermarket Type1,12.860905618262642
5185,FDV26,20.25,Regular,0.07305680079521391,Dairy,193.3794,OUT027,1985,Medium,Tier 3,Supermarket Type3,20.318576991044903
5186,FDZ21,17.6,Regular,0.03853089836267969,Snack Foods,94.641,OUT049,1999,Medium,Tier 1,Supermarket Type1,14.09407560911642
5187,FDG21,17.35,Regular,0.13592104338346586,Seafood,148.705,OUT027,1985,Medium,Tier 3,Supermarket Type3,12.15913046356142
5188,FDF26,6.825,Regular,0.04576151481859273,Canned,155.1998,OUT018,2009,Medium,Tier 3,Supermarket Type2,13.500771423682146
5189,FDC39,7.405,Low Fat,0.14761187522097563,Dairy,208.9296,OUT013,1987,High,Tier 3,Supermarket Type1,13.925599874023078
5190,FDQ24,15.7,Low Fat,0.07135907009636516,Baking Goods,250.5724,OUT018,2009,Medium,Tier 3,Supermarket Type2,15.909328808217412
